username,date,comment
benjaminh,Aug-14,"Yeah, but there are multiple posts from multiple sources at this point showing that a few people are getting more than $4000 off of msrp on Accords right now. I think Brian can back me up on this...
And some people are getting as much as $5k off of msrp on 2014 Camrys and Sonatas. It's a buyer's market out there for those willing to negotiate...."
maxamillion85,Aug-14,"My financing is already lined up with Capital One...took care of that last night. I'm not adding any of the ""accessory"" stuff to my car. I don't want it and I don't need it."
akirby,Aug-14,"I'm not saying the prices aren't real, but you can't just go by what someone says they paid. Even if they're giving you the right price, you don't know if the dealer lowballed the trade-in to make up the difference or if that included a huge doc fee, etc."
ab348,Aug-14,"I am not conversant on Fusions but I didn't even know they offered a manual transmission on those. That must be a pretty rare bird, and considering that you say it is going away for 2015 I am guessing it is not a big seller. Just for fun I did an inventory search locally and not one new Fusion in inventory around here has a manual transmission. They all have black interiors too which perhaps says more about how dealers order cars for stock than anything else.
I don't know what advice to give you except to suggest that maybe you could find a local dealer that is willing to do a national inventory search for a car and do a trade with another dealer that might have one of these? Might be less painful in the end than driving all the way to CT."
[Deleted User],Aug-14,"More bad news on the 2015 Sonata/Optima too. The 2015 Sport turbo was tested by C/D (9/14 issue page 77).
It took 8 seconds to get to 60. Just to be clear, the 2015 Sonata/Optima turbo models have been fitted with smaller turbos and have been reduced from 274 horsepower to 245. Still, even with ""just"" 245hp, a 0 to 60 time of 8 seconds is slow. My 2.4 liter non-turbo car is marginally faster to 60 (7.7 seconds).
The 2011-14 ""Sonoptima"" turbo models did 60 in 6.3 seconds. Unfortunately, they were also not able to get anywhere near 24/34 EPA numbers. Hyundai also said the smaller turbos will have ""better tractability"" as well. Scary. To me, it means the turbo models had much worse MPG than advertised, and will be needing a lot of dealer visits as they age.
The non-turbo cars have been reduced to 185hp, down from 200. I believe that this is done for EPA reasons is well.
I gotta tell you, this is the first time I have ever seen a manufacturer reduce it's power figures so dramatically on an essentially unchanged drivetrain. I guess they are trying to avoid being caught in any more lies. Anyway, I feel more happy that I bought the non-turbo as time passes. My Optima is still problem free at 31k, knock on wood!"
m6user,Aug-14,"@cski‌
Before condemning completely based on one source, you might want to consider other sources
from automobilemag.com
""This 2.0-liter four-cylinder engine with its twin-scroll turbocharger has been revised for much improved response at low rpm, so the car surges away from a stoplight with more authority than before. The price has been a reduction in peak output to 245 hp @ 6000 rpm and 260 lb-ft of torque at 1350 – 4000 rpm, some 29 hp and 9 lb-ft less than before.
This seems like a bad deal on paper, yet we liked this 2.0T engine’s notably quicker, quieter response while accelerating away from stoplights in metro driving, and the engine made great use of the 2.0T’s six-speed automatic with its shift paddles on the steering wheel and a set up of shorter ratios in first through fourth gears for quicker acceleration. Also we expect that the 2.0T should more easily make its EPA fuel economy rating of 23 mpg city/32 mpg highway and 26 mpg combined. Even better, the 2.0T comes with a different electric-assisted power steering (the motor is mounted on the steering rack instead of the column), and its behavior feels more natural.""
I'm not really a big fan of Hyundai products(just don't feel they've made it yet in the suspension/handling dept) but I find that 8 sec 0-60 time suspect. Most magazines est. the standard engine 0-60 at about 7.6-7.8. Hard to believe with that much more torque offered at very low rpms it would be would be slower. Maybe it was a ""slow"" day at Car & Driver so to speak."
backy,Aug-14,"I don't think the HP reductions were made to only improve EPA FE ratings. I think they were made for improved driveability. But if 8 secs is all the better the new 2.0T can do, then I bet Hyundai won't sell too many of those. It's plenty fast for me, but it won't compete with the cars that offer a V6. But 185 hp is competitive with base engines in competitors.
I'll be interested to see how the 1.6T does in this car, with ~300 lbs less weight than the 2.0T."
[Deleted User],Aug-14,
[Deleted User],Aug-14,"I didn't condemn. I reported what I read in a major magazine in the appropriate forum. I also have read similar stories about the same powertrain being off the pace it should have been while reviewing two other Hyundai products. One was the Santa Fe Sport I believe, but I would have to look it up.
I don't have time to read more than one car mag, but would really like to know if Motortrend, Automobile, etc have different stats."
m6user,Aug-14,"Reread what you wrote. Condemn is a pretty accurate description of what you said. I have absolutely no problem with you personally. Nice edit by the way.

When you make statements such as:
""Scary. To me, it means the turbo models had much worse MPG than advertised, and will be needing a lot of dealer visits as they age.""

Did the article actually state that they expect the MPG numbers to be much worse then advertised or that they actually experienced it? Did the article say they expect maint problems with the turbo which would mean more ""dealer visits""? I took it that those were your assumptions. If not, I stand corrected.

I don't think I've seen many 0-60 times per se but the automobilemag article did say they felt the new turbo was faster off the line which makes me think that it would be as fast or faster to 60 than before. I agree, if the 8 secs is correct which I have my doubts, it is slow for the given weight/hp mix."
ab348,Aug-14,"Well, those Korean ponies have proven to be a lot smaller and less powerful than their SAE counterparts...
Actually I visited a Hyundai dealer that was closed yesterday and they had the new models parked next to the outgoing version, so it was easy to do a side by side comparison. The new car is much more conservative in design both inside and out. Seeing them in the flesh side by side, I actually like the new design better than the old, with its tortured sheetmetal and overdone styling features. The new car looks bigger, squarer, and a bit more imposing. On the interior it is a similar story. Again the new design is more conservative but in some ways I like it better than the outgoing one, which is very reminiscent to that in many competing cars like the Fusion and Altima. But the ones I saw on the lot had a smaller center screen in the new model than in the old, but that might be a function of trim level, I don't know. The new car had a dash that looked more square and upright than the laid-back version in the old model.
I imagine Hyundai will do what they always do, put enough incentives/cash on the hood to move the metal regardless of how buyers react to the design."
